,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76,Sample77,Sample78,Sample79,Sample80,Sample81,Sample82,Sample83,Sample84,Sample85
Lrrc4b,0,2.767839195,3.059987505,3.529422879,2.753662681,2.905569042,2.838911403,3.111713991,3.458044499,2.977824048,2.612436462,2.705617054,3.125809727,2.620758373,2.522766916,3.047370726,0,0,0,0,3.13647934,3.188306491,2.860780207,2.89822169,2.956636022,2.845026497,3.15689324,2.986122089,3.274070439,2.896430806,2.804868738,3.115883123,2.758979766,2.678285827,0,2.81165439,2.856781924,2.689142886,2.755152576,2.606970465,2.797725782,0,0,0,0,0,0,2.663936195,0,2.663885995,0,0,2.681246941,2.840680884,2.37986811,0,0,0,2.659321513,0,2.423215984,2.843590655,0,2.719590258,2.973057039,2.768258309,2.659547931,2.869347781,3.114115123,2.682950155,2.594490627,2.801355894,0,2.793167293,2.687374374,2.681187985,2.761524941,2.76070361,2.661868747,2.799330835,2.65304862,0,2.562928547,0,0
Lrrc4b,1.440096052,0.961892962,2.053225824,1.761311047,1.416214274,2.699558034,2.653324436,1.974576679,2.061862172,2.399613654,1.736327942,2.128682734,3.400484144,1.822196943,1.578129228,2.437246481,1.791509538,2.499040782,0.979716225,1.307502284,1.508210346,1.751243805,2.591443505,2.658001352,2.804085376,2.420107818,2.951852159,1.725111133,2.710610214,2.728942609,1.841370442,3.184788341,2.423016846,1.255260874,1.799563852,2.153792929,1.60876313,0.628156667,2.599342545,2.020775764,2.002296809,1.196643096,2.20570381,1.358205986,1.613577175,2.513227502,1.634147529,2.706519201,1.772528159,2.706468845,2.29725051,2.29725051,3.138947589,2.340405281,2.019007986,2.316035517,1.876607926,1.63897768,2.14021144,1.904580396,1.270267516,1.489109504,1.905150042,1.702761889,1.963318572,1.766028384,0.556253148,2.628155622,1.84678843,1.971242335,1.956718796,2.275538777,1.279779059,2.445763976,2.495690126,1.982874091,2.739911957,2.66451623,1.684037861,2.757444235,1.521594586,2.511578809,1.735445095,1.758025609,1.903880504
Ptov1,0.323731881,0,0,0,0.156492487,0.474211865,0.289254571,0,0,0.185139556,0,0,0.337988888,0.128354757,0,0,0,0,0,0,0,0,0,0,0.116773175,0,0,0.381829686,0,0.436027855,0,0.599997479,1.170923916,0.191680165,0,0.473344628,0.923978429,0,0,0,0,0,0,0.423493845,0,0,0,0,0,0,0,0,0.221044437,0.395275211,0,0,0,0,0,0,0.089599573,0,0,0.328671271,0.189924206,0,0,0,0,0,0.160145494,0,0,0,0,0,0,0.365126473,0.205073917,1.134070736,0.15653649,0,0,0,0
Rpl13a,3.152569358,3.253941363,0.333186019,2.877533562,3.201711463,1.748301476,2.285307537,3.050448354,2.356627929,2.548742817,3.365055388,1.328171727,0.643067898,2.87076006,3.547013595,2.915239301,3.112780793,0.247849712,2.630946082,0.316256768,2.42770497,2.465487785,2.770934112,1.083370949,2.372530351,2.932126331,0.834248143,3.448056232,0.347710657,2.682913844,3.124184159,0.316016663,3.30692399,3.18547308,0.461071137,2.296177227,2.03678871,3.142146033,2.549082493,3.193906582,2.827050654,2.633595818,1.242819676,2.819180187,0.406202081,2.216160606,2.987991846,1.202041892,2.597330289,1.202004152,2.314535108,2.314535108,0.654897387,2.565304732,2.67772524,0.541335168,1.951289376,2.972725924,0.84847534,2.717534824,2.903039249,2.116917717,2.778627069,2.730154565,1.060703041,2.51181206,2.801208406,2.25320629,2.415094671,2.591425851,0.436810927,2.090158677,2.724608671,0.940497801,2.462634558,0,0.192088205,2.742405111,2.810889161,0.34894644,3.205761589,0.438999531,3.225313907,2.852097894,0.5703003
Snrnp70,0.724975205,0.406143067,0.110390882,0.742743572,0.224446765,0.823653632,0.678568814,0.457876799,1.457260476,0.338935066,0.474319916,0.201663252,0.181814965,0.35610282,0.408810961,0.58718179,0.518748209,0.543349677,0.487424772,0.29444981,0.302148361,0.56293408,0.730695754,0.638272811,0.378505799,0.108276136,1.018069613,0.365394468,0.81977524,0.239480352,0.328285531,1.654224301,0,0.609830066,0,0.26682137,0.658074242,1.36218009,1.11473255,1.111217566,0.40446838,0.47022913,0.147018478,0.817026665,0.244535351,0.576580566,0.253202347,0.284681958,0.671667438,0.28466859,0.613316278,0.613316278,0.602909586,0.824667782,0.289219972,0,0.875216193,0.342658043,0,0.849562725,0.68095616,0.381515625,0,0.598194524,0.504180798,0.362005323,0.497579009,0.815876335,0.760281186,0.098218334,0.062456365,0.350100445,0.287925441,0.185937899,0.303703709,0.406214753,0.279896159,0.283012284,1.052619257,0.772617102,0.338736263,0.384989095,0,0.563012548,0.813797398
Ftl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040416138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063408681,0,0,0.03764234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090965042,0.039159012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034976507,0,0,0,0,0,0,0,0,0.058100727,0,0,0,0
Rpl18,0,0,1.23170916,2.700594543,2.357523848,2.460327891,1.931544466,1.047997694,1.546482229,0,0,2.46218728,1.750957222,1.221931528,2.458752369,1.494213136,0,1.490164495,0.843079114,0,2.698638378,1.092594319,1.113997359,0,0,0,0,2.441440586,2.251093758,1.79835842,1.524524974,1.014647553,1.271314929,2.145565294,2.777113197,0,0,0,0,1.211462947,0,0,1.569144632,0,1.433578388,1.19545482,1.037266594,0,2.205607831,0,1.200480789,1.200480789,0,2.802469124,0.853667185,0,2.905493118,1.704077987,1.499730251,0,0.960733471,1.83143679,0,0.809134162,1.249724795,0,2.054016876,2.296629759,1.415347168,0.89961472,2.056708661,1.168830197,1.060877808,2.069278109,0.729083317,0,0,1.302573327,1.101405937,1.07133357,1.039361861,0,0,0.999776537,0
Snurf,0.050126325,0.058694528,0,0,0.128108287,0,0,0,0,0,0.09326732,0,0,0.071315579,0.07069365,0.100157364,0,0,0,0.048450785,0,0.036802773,0,0.062598396,0,0.041670744,0,0,0,0,0.070337198,0.136591131,0,0,0,0,0,0,0.071460403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064497881,0,0,0,0,0.041418724,0.190858261,0,0.049287225,0.054547919,0,0,0,0,0.09545683,0.111152588,0.12570903,0,0,0,0.033943163,0,0,0,0,0,0.030118739,0,0,0,0,0.027051438,0
Snurf,0.079591806,0,0.12765563,0,0,0,0,0.056397755,0,0.567937978,0,0,0.110003219,0.057721592,0,0.465547594,0.029248506,0,0,0,0.128503159,0.058760644,0,0.099246942,0,0,0.087414461,0.149426973,0,0,0,0.146733541,0.076904383,0,0.089757857,0.190472973,0,0,0,0.070505417,0,0,0,0.206069752,0,0,0,0,0,0,0.068177841,0.068177841,0.101893072,0,0,0,0.166707645,0,0,0.093056833,0.078167871,0,0,0,0.114188261,0.075382888,0,0,0.252862984,0.058521673,0.140195972,0,0,0,0,0,0.11847724,0.073605898,0.094061731,0.04872263,0,0,0,0,0.10855356
Rps17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069121699,0,0,0,0,0,0,0,0,0,0.045504826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022949892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12737549
Rps3,0.693891451,0.155762812,0.210725602,0.463837559,0.70031241,0.26378578,0.223270237,0.586545755,0.450759252,0.474422947,0.433137328,0.202343293,0.336624736,0.968556138,0.340103942,0.255633003,0.265914582,0,0.710922679,0.523259726,0.302797906,0.664618386,0.739905482,0.308872985,0.655773896,0.388965176,0.49126706,0.528821074,0,0.127857917,0.343695885,0.243414864,0.347907927,0.3877228,0,0.309701166,0.862462848,0.390139143,0,0.225091235,0.420475104,0.655333823,0.277008824,0.579742061,0.441837008,0.824627106,0.297800406,0.153042014,0.278586186,0.153034357,0.311152194,0.311152194,0,0.735041803,0.526252046,0.298889152,0.661614801,0.3855953,0.135810857,0.154711567,0.350690324,0.738389186,0.728701579,0.858323713,0.418988249,0.515645703,0.441345137,0.196020198,0.116982787,0.349050294,0.231416111,0.357007413,0.392099164,0,0.219156797,0.631885002,0,0.507084758,0.96327557,0.357770365,0.739657312,0.173343438,0.52177992,0.204674465,0
Hbb-bs,0,0,0,0,0,0,0,0,0,0,0,0,0.284407166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl27a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075563655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif4g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200069775,0,0,0,0,0.262058963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif4g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140947724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif4g2,0.021056756,0.117831332,0.190930985,0.143668094,0.05503876,0.022373298,0.172102779,0.126440043,0.061292674,0.127968336,0.020057232,0.211168727,0.2621891,0.059539792,0.029938009,0.123205065,0.059772008,0.196423759,0.113184669,0.097962464,0.235370733,0.382869795,0.052424675,0.026337277,0.104736154,0.03458339,0.045619742,0.06015179,0.061348355,0.077988166,0.014917099,0.077331452,0.133700385,0.023313111,0.134816344,0.357927751,0.141051058,0,0.059345298,0.139793393,0.091066707,0.027417159,0.090731736,0.146467875,0.223180032,0.157465705,0.034077368,0.138431214,0.01583605,0.138424238,0.035658666,0.035658666,0.176682747,0.078180725,0.050657823,0.167838361,0.067699948,0.099900867,0.495922723,0.183787448,0.020728124,0.088768588,0.035095902,0.207872146,0.235116097,0.140761578,0.040692997,0.164571159,0.137972012,0.05988269,0.037859922,0.134438443,0.041995829,0.040055371,0.035832939,0.089931012,0.120986296,0.111144909,0.037246769,0.062295761,0.073159602,0.15612316,0,0.044520849,0.302662425
Eif4g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176027274,0,0,0,0,0,0,0,0,0,0
Rps15a,0,0,0.293682356,0,0,0,0.166856298,0,0,0,0,0.282179714,0,0,0,0,0,0,0,0,0,0.267812898,0,0,0,0,0,0,0.272976291,0,0,0,0,0,0.538829944,0,0.154599697,0,0,0.313737542,0,0.23809007,0,0.173765515,0.430432227,0.976566786,0.155308424,0.215532372,0,0.21552191,0,0,0,0.23346636,0,0,0,0.294966264,0.352571165,0,0,0.205206037,0,0,0.140885341,0.399555067,0,0.145970623,0,0,0.17424188,0,0,0,0,0.087626604,0,0,0,0.223475666,0.218816566,0,0,0.198582489,0.253794629
Sbk1,0,0,0,5.051777625,0,4.613847046,4.071664334,0,0,0,0,0,0,0,0,0,0,6.016817276,0,0,0,0,0,0,0,3.333408836,0,0,0,3.32916134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.038796354,0,0,0,0,0,0,4.49604825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.682441461,0,0,0,0,0,0,0,0,0,0,0
Sbk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062935784,0.048659003,0,0,0,0,0,0,0.062618075,0,0,0,0,0,0,0,0,0,0,0,0.035818111,0.023241493,0,0.073274463,0.083065798,0,0.044245641,0,0,0,0,0,0,0,0,0,0,0,0,0.026250738,0
Sbk1,0,0,0,0,0,0,0,0,0,0,0,0,0.073414077,0,0,0,0,0,0,0,0,0,0,0,0,0.043877302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025380407,0,0,0,0,0,0,0,0,0,0,0,0,0.031721873,0,0,0,0,0,0
Sbk1,0.089447539,0,0,0,0,0,0,0.206747206,0.152195997,0,0,0,0,0,0,0.155069953,0,0.287992897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148011576,0,0,0.172091077,0,0.123804449,0,0,0,0,0,0,0,0,0,0,0,0.116434196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075266854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sbk1,5.158283659,4.564832795,2.518855019,4.146412964,3.05505579,3.614273552,4.055816669,3.505727149,5.391764285,3.442739485,4.687089108,2.352172249,2.275513476,4.380801415,4.247284721,3.733856665,3.996934197,1.85912073,4.666552768,3.573479923,3.919200034,3.982336717,4.830275589,3.561743758,3.899481082,3.813783592,4.081700643,2.875558306,3.409295231,3.411683516,3.920229123,4.859651199,2.811877871,5.068894913,1.871086537,2.697964405,5.015588446,5.829270173,5.287373104,5.06538027,5.016717293,5.124935396,3.924897912,4.960094919,3.629628765,4.698680012,3.84368405,2.908372928,5.013962627,2.908321912,5.441570649,5.441570649,4.299804608,5.136944706,4.096430647,1.34102658,5.036594383,4.844279853,2.291106338,5.050850369,4.735819915,4.381923737,4.452272027,5.124919401,3.722385374,4.302769373,4.091179606,4.114971354,4.474921954,4.111074259,1.994860723,4.98673345,4.053692545,2.925672418,3.150290849,3.967003329,0.971128129,3.704816136,5.417253872,4.701043593,4.347923087,3.322211789,3.676439927,4.039465644,4.006162353
Sbk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303545964,0,0,0,0,0,0,0,0,0,0.286427055,0,0,0,0,0.217167077,0,0,0,0,0,0,0,0.132610486,0,0,0,0,0,0,0,0,0.171507552,0.171507552,0,0,0,0,0,0,0,0,0,0,0,0.139394045,0,0,0.132668962,0,0,0,0,0,0,0,0,0.092265233,0,0,0,0,0,0,0,0,0
Aldoa,0,0,0,0,0,0,0,0,0.177495954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162340362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rplp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057354823,0.071456116,0,0,0,0,0,0.188924207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087483059,0.410989131,0,0,0,0.043085547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igf2,3.600682297,3.443589208,3.932619836,3.273912891,3.633169993,3.856572971,4.011179271,3.935981849,4.008479231,3.950492513,3.697642031,3.53553455,3.833246653,3.740785613,3.601209943,3.689723829,3.609897742,4.365634997,3.12641839,3.569492757,3.376563804,3.28125287,3.36604211,3.509440006,3.309494502,3.325761771,3.624770603,3.289194543,3.87808939,3.555048735,3.232460808,3.826419524,3.335859954,3.821512444,3.920859936,4.037755254,3.741272556,4.412438678,3.859384237,3.490863548,3.874677737,3.386652519,3.964381586,3.228292636,3.45736077,3.419531427,3.130353137,3.275500605,3.421172561,3.275448685,2.629554562,2.629554562,3.302659164,3.222263423,3.173273204,3.147362576,3.373007657,2.926834246,3.507359789,3.22475577,3.126934842,3.164948512,3.314597458,3.274624727,3.338647026,3.490048801,3.051302303,3.293366686,3.891087742,3.357264877,3.27734002,3.421732431,3.096872781,3.724555772,3.189773468,3.046974865,2.431558577,3.152139469,3.1832036,3.907629064,3.131393158,3.842345167,3.265193984,3.182585196,3.283866776
LTO1,3.766239517,3.266098341,0.391156893,2.482820852,3.817764291,1.222414933,2.508156793,4.210364416,2.787329391,3.376837898,4.084159424,1.399542823,0.127717511,3.290513934,4.37501258,2.595271228,3.640741277,0.332528145,3.721038401,0.558870039,2.245285737,2.762183103,2.51845786,0,1.617136339,2.564872597,0.675601205,3.99494606,0.700856465,4.764668872,3.773414755,0.832992426,4.320378706,2.98620595,1.198119907,2.128231506,2.133625347,3.038561562,1.872039922,2.129389169,2.254319392,3.570499226,1.373104866,3.35039579,0.758604832,2.847184235,3.04026031,0.203000203,3.365910798,0.20299029,2.793703841,2.793703841,0.56206697,2.670105176,2.866566716,0.667229119,2.612087609,4.075510149,1.917897796,3.579961158,3.254296646,2.099930433,3.336349685,3.489960651,0.822179232,3.368442378,3.352845115,1.735185094,1.699964543,4.210648029,0.880603063,2.723359049,3.676625717,0.833288329,3.495019023,4.271808675,0.779881478,3.184791041,3.165414244,0.56568915,3.985458703,0.496300972,3.116273419,2.734073318,0.591498293
Cd209e,2.154252592,0,0,1.534705228,2.313232746,1.487474197,0,2.283367766,1.205083347,0,1.925094856,1.789581254,0,0,0,0.998249476,1.420661271,1.344592592,0,1.587125015,1.375100707,2.905273334,0,0,0,1.445708995,0.956299404,1.8857811,1.596196427,1.64488728,0,1.348532415,3.064324469,2.107746964,2.470470884,3.177048435,1.964229573,2.135122564,0,0.804155344,1.818619331,0,0,1.938637389,1.462322265,1.305400753,0,0,0,0,1.361180499,1.361180499,1.153448005,1.317277044,0,0,0,2.05917102,0,0,0,1.600322585,0,0,0,1.340791592,1.179066625,1.091869145,0.850267353,0,2.299076641,2.320599791,0,0,1.322222543,1.593690194,1.000691849,0.950408324,2.623656683,1.969811688,1.328894552,1.106569857,1.224660874,0,0
Arglu1,5.187659159,5.305315651,5.564093322,5.096808582,5.658011575,5.788393996,5.422151983,5.213238689,5.210010696,5.32587185,5.11948683,5.387826811,5.030056494,4.861333121,4.994487647,5.102793589,5.235095098,5.51441751,5.142215875,4.191564481,5.125809397,5.152953575,5.36471979,5.502163728,5.248025366,5.168716931,5.43821905,5.356926406,5.513938474,5.354896734,5.1598476,5.403495621,5.325311518,5.18227018,5.276526025,4.969073151,5.305532208,5.256670092,5.158857693,5.17816222,5.010242049,5.235471099,5.342264266,5.167078837,5.478021696,5.201593348,5.049355815,5.38002249,5.137279279,5.379968779,5.22411134,5.22411134,5.371651672,5.418568311,5.238230358,5.67556903,5.161927928,4.990346117,5.130340466,5.222432782,4.995570215,4.433351675,4.951667916,4.889610932,5.306861317,4.925836647,5.136474619,5.450923403,5.034812124,5.194801787,5.268879756,5.266573147,5.222964467,5.578888952,5.381846775,5.06015071,5.54256458,5.178678069,4.238549741,5.255572219,5.125895339,5.704122016,5.070989849,5.226974476,5.435585261
Arhgef7,0,0,0,0,0,0,0,0.120384936,0,0,0,0,0,0,0.418604767,0.445118971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213217293,0,0,0,0,0,0,0,0,0,0.138127048,0,0,0.140925036,0.822011298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162511771,0,0,0,0.292907801,0,0,0,0,0,0.092662434,0
Arhgef7,2.850596816,2.590569859,2.137888535,2.732559648,2.377164054,2.118408391,2.201977364,2.650434181,2.620121714,2.551963156,2.587926931,2.166955578,2.425471731,2.62703312,2.652053814,2.648665288,2.655391262,2.071681112,2.572537065,2.448427873,2.496098736,2.615567516,2.49145849,2.089079355,2.362628021,2.709224888,2.607788644,2.600210938,2.166388801,2.34028713,2.642395659,2.386468631,2.302870305,2.438941014,2.220338347,2.685144898,2.393919999,2.445350372,2.379121015,2.1447346,2.757453637,2.570732672,2.393399695,2.404667833,2.290937051,2.552457688,2.624101688,2.228795942,2.323340132,2.228747792,2.487583439,2.487583439,2.19043831,2.112938005,2.764045738,2.272253719,2.460808736,2.753986048,2.689651545,2.368801961,2.621255181,2.282286337,2.528684119,2.592028422,2.370154401,2.590037863,2.556864168,2.112935898,2.554876843,2.58696688,2.437327203,2.415469547,2.484118881,2.136737658,2.188297692,2.612758646,1.772550452,2.62318704,2.638322344,2.510910556,2.576835405,2.115935284,2.677057163,2.486386852,1.750050643
Arhgef7,0.178978199,0.109037201,0.102191532,0.065530443,0.360659529,0.297920457,0.134542487,0.044911479,0,0.349818572,0.222085496,0.229231758,0.129234158,0.068187284,0.023038939,0.210764201,0.211834931,0.064464772,0.293888511,0.68256168,0.150838681,1.144824446,0.187916019,0.040180044,0.081337313,0.217672891,0.498041593,0.061532582,0.17762308,0.030653406,0.129807637,0.170132108,0.118306953,0,0.13782524,0.135022015,0.025527979,0.165958953,0.131858608,0.055986724,0.234205876,0.120353201,0.103765595,0.264143772,0.32463169,0.063354392,0.124809657,0,0.158270569,0,0.054213163,0.054213163,0.353211493,0,0.076682639,0.07704565,0.069202337,0.259008563,0.210373656,0.109747742,0.062286465,0.035005001,0,0.043380337,0.069296103,0.102769275,0.504871335,0.139453151,0.132704852,0.371739935,0.53708797,0.313398571,0.084134839,0.198474367,0.02761373,0.219488624,0.296986914,0.086407435,0.177499592,0.21244707,0.019215741,0.042319808,0.031253803,0.160875641,0.086570179
Arhgef7,0.057633497,0,0,0,0.051244636,0,0,0,0,0,0,0,0,0,0,0,0.021110061,0,0,0,0,0,0.072548046,0,0.074108823,0,0,0,0,0,0.041228975,0,0.05556804,0,0,0.03684994,0.045970068,0,0,0.050980542,0,0.037906835,0,0,0,0.057610822,0.047078118,0,0,0,0,0,0,0,0.091951224,0,0,0.047650028,0.058876136,0,0,0,0,0,0,0.05459611,0.037793205,0.08654463,0,0,0,0,0,0,0,0.051057298,0,0,0.034687274,0,0,0,0,0,0
Arhgef7,3.08379965,3.106336401,2.542202292,2.845145685,3.054322936,2.096268411,2.468015802,2.783889154,2.405056349,2.655074965,3.038783531,1.874659521,2.172835816,3.075380237,3.395808363,3.230031581,3.181900991,1.631672726,3.023683385,2.279265464,2.52029292,2.448058516,3.221492264,2.294716061,3.037286804,3.28749326,2.81283611,3.62461749,2.450313976,3.079901987,3.395560592,2.896491056,3.014461374,3.266547684,1.907377245,2.681657543,2.712848311,3.305230783,3.093897439,2.89761236,3.30744182,2.930939081,1.872490225,2.750004762,2.468308844,2.155981517,3.138790569,1.508281683,2.674297324,1.508239664,2.682104117,2.682104117,2.297928408,2.427253501,2.803902438,2.150432078,2.331577316,2.838853962,2.1593295,2.52252986,3.203813223,2.155127256,2.484925926,3.208525699,2.615881179,2.782463169,3.113486585,2.90631812,2.76779441,2.852013969,2.182499194,2.222466751,2.771784341,1.858415831,2.359954494,3.251970764,2.105643358,2.812392485,3.083091519,2.620602618,3.015468204,1.54369609,3.312295288,3.138383708,1.478092332
Arhgef7,0,0.036610843,0,0,0,0,0,0,0.07562015,0,0,0,0,0,0,0,0,0,0.025198902,0,0.026010218,0.022845908,0,0,0,0,0,0,0,0,0.022182597,0,0,0,0,0,0.11825747,0.067767721,0,0.027574594,0.107849483,0.040566889,0,0,0,0,0,0,0,0,0,0,0,0.039585861,0.02547221,0,0,0,0.01611075,0,0,0.034008943,0.051841044,0.052416877,0,0.007479596,0.020414821,0.023932209,0,0,0,0,0,0,0,0.013922992,0,0,0,0,0,0,0.030366758,0.033338466,0.042969071
Arhgef7,4.487323402,4.15509682,4.121516247,4.54653314,4.542885571,4.137731989,4.059616734,4.666107031,4.446574446,4.688310037,4.455585986,3.521131175,4.037108835,4.417416805,4.453223932,4.55552596,4.658189745,3.493692033,4.722825825,4.513982336,4.572313968,4.68303549,4.456115681,4.630824313,4.462518247,4.460034528,4.820951872,4.527533004,4.496099974,4.466171424,4.480483817,4.630159326,4.272698324,4.54896835,3.722571788,4.716217622,4.770237894,4.668818314,4.455846747,4.538166812,4.833654403,4.71315207,4.390908417,4.460192497,3.981860781,4.37718714,4.003790905,3.77293097,4.243364363,3.772878251,4.320812286,4.320812286,4.400650258,4.070506732,4.197814205,4.019164992,4.407296292,4.3156493,3.775065795,3.346363096,4.027017308,4.321753094,4.476438902,4.857189662,4.716125531,4.768418498,4.330979192,0,3.123256224,4.67987403,4.212515169,4.560806743,4.184311423,4.074784927,3.796937875,4.453000375,2.939491669,4.598683747,4.734764551,4.563911483,4.058055814,3.635710947,4.384928575,4.222673158,3.143759104
Mcf2l,0.121763915,0.037349308,0.051941884,0.513523596,0.134055029,0.033815605,0.028144412,0.022506377,0.175970706,0.066887173,0.08839201,0,0.128144955,0.11024706,0.045159008,0.153649676,0.10004824,0.18062869,0.050775244,0,0.026536076,0.09014892,0.11593296,0.039824835,0.257670064,0.125648211,0.06866219,0.118482888,0.176155068,0.22056747,0.066423014,0.059458127,0.14459486,0.102195531,0.104209237,0.313629956,0.248310572,0.101959657,0,0,0.135655989,0,0,0.029520424,0.041363553,0.062803059,0.076075282,0.036932078,0.092678804,0.036930122,0.02723025,0.02723025,0,0.079194629,0.025987355,0.076380074,0.068601245,0.051899786,0.064191168,0,0.091242456,0.100671234,0.052875946,0.042998182,0.046316632,0.059487905,0.080832885,0.138284312,0.106617769,0.023212612,0,0,0.021513465,0.030607697,0.105248767,0.069096292,0,0.112659489,0.143219436,0.093252731,0.074095489,0.041946952,0.199047943,0.09874403,0.126122746
Lamp1,1.408902711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.929969262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.826507738,0,0,0,1.931213464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.774277928,0,2.1034928,0,0,0
